,弹幕,vid
0,赛高尼嗨鉄鸭子哒,000528
1,眼睛里面有光圈,000529
2,是这么算的么？,000505
3,哈哈哈哈,000519
4,真正的流程化规则化法制化就是去中心化,000509
5,《那完了》,000529
6,先死一片,000521
7,大衣狂喜~,000524
8,dio嗨到爆,000528
9,11,000486
10,今天就试试！,000496
11,谢谢！,000516
12,这科三考50次差不多能过,000507
13,666,000506
14,4年过渡期,000521
15,加油,000504
16,毕竟社会财富每天也要消耗，谁来生产？凭什么我来生产别人不干活呢？这是很严重的问题,000491
17,2,000520
18,语文虽迟但到,000496
19,对！,000488
20,不买,000521
21,？前面的中国的蓝领工资也不比白领低嗷。,000498
22,低配版玉木宏。,000497
23,我是凯撒,000521
24,底线就是心理预期,000499
25,哈哈哈哈哈,000531
26,套娃,000531
27,如果我是那个点餐的我会笑疯,000522
28,狼人,000531
29,lpr是不是要涨上来了？,000521
30,辛苦了,000527
31,期待】,000518
32,好家伙,000486
33,还是要有的,000490
34,学费了,000488
35,期待,000518
36,而你却只能歌颂不能抨击制度,000533
37,下次丕定,000514
38,呵呵哒笑死了，银行不放贷了，结果下面的银行机构都给房地产放款，只不过利息高了而已,000521
39,个别人的贪欲私欲怎么办,000491
40,？,000490
41,这是老版本的斗罗？,000500
42,按道理是把信鸽带外面去能往飞,000501
43,哈哈哈哈措眼不及,000527
44,上个青铜已经19年了,000493
45,期待,000518
46,哈哈哈哈,000518
47,no offense啊，offense就offense了啊,000523
48,期待,000518
49,倒斗的,000500
50,期待,000518
51,期待,000518
52,好家伙 这里还有饿死人,000512
53,这肯定比博人传燃啊(狗头),000502
54,明白了感谢,000489
55,致敬,000533
56,卧槽，这种老乡，丢人啊，,000511
57,路上缺粮的时候就。。。,000501
58,斗地主,000531
59,注意：东北不是一个省，是至少三个省,000505
60,然而有一家快餐店也叫subway,000522
61,ohhhhhhhhhhhhhhhhhhhhhhhh,000487
62,期待,000518
63,公费农科生路过,000489
64,国外？,000528
65,明白了,000489
66,好呀好呀,000486
67,腰椎间盘突出，指日可待,000502
68,暗示身份信息不保,000491
69,首套5.88,000521
70,辛苦了,000527
71,下次也不一定,000514
72,没毛病,000522
73,呦，还脸红呢,000512
74,正片开始,000490
75,好的假装关掉,000516
76,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,000502
77,只記得兔子打拳了哈哈哈哈,000497
78,哈哈哈哈哈,000512
79,哈哈哈,000516
80,老师看看这个B,000519
81,急？别逗了,000505
82,哈哈哈哈，清明之后山上就好多这个,000512
83,卧槽,000530
84,张嘉译啊,000497
85,期待,000518
86,成色这么好？,000493
87,校友啊,000486
88,李好帅，是你,000497
89,好美（绝,000487
90,期待,000518
91,期待,000518
92,我盘古，差500买斧头，打钱,000490
93,餐桌存放,000527
94,不配作为我们黑龙江人,000511
95,反转的呀,000528
96,这么聪明,000512
97,爷要白嫖,000514
98,已经收假了,000516
99,哈哈哈哈,000510
100,战地一,000501
101,赛百味？！,000522
102,一半时间过去了,000518
103,好家伙,000508
104,家里有石油 ,000502
105,2,000520
106,白帽子是监理，可他监理手机的是吗？,000498
107,战地1里面我记得就有信鸽,000501
108,知识就是力量,000494
109,马猴烧酒,000512
110,漫威,000502
111,好玩,000494
112,魔法！！,000487
113,啊土元和磕头虫,000510
114,咳咳我帮弟弟看看,000515
115,一模一样我的妈,000529
116,应该凌迟！,000511
117,c,000496
118,看起来像是扇贝单词,000529
119,看着都晕了，，，,000487
120,期待,000518
121,兵鸽鸽,000501
122,留学就想留在英国？很难的,000492
123,插件是弟弟,000487
124,3333,000531
125,下次亿定,000514
126,又在瞎逼逼,000491
127,草这铃声我梦回小学,000516
128,云南人狂喜,000515
129,玩妄想山海。。。这个薏苡 我采集过，好像啊,000512
130,16个人要4个狼,000531
131,ketchup,000522
