,弹幕,vid
0,我  哭  了，你  呢  ,000444
1,还真有这种操作,000430
2,明天开学,000424
3,牛逼子,000444
4,amazing,000434
5,黄色闪光,000433
6,?,000433
7,剑不剑呐，看个视频又要发洗脑包,000447
8,嗯,000434
9,我们英语考试里最后一篇文章就是盲盒，开头也提到了阿甘正传,000452
10,伟大,000449
11,等等我去取关一下,000424
12,有的像辉子,000442
13,1,000424
14,还有电脑和游戏机,000451
15,人类一败涂地,000433
16,致敬,000449
17,每天一遍,000434
18,谢谢老师,000429
19,困了,000424
20,老京腔,000419
21,德州a＆m大学,000446
22,好家伙还有三天开学,000424
23,考上北中，考上浙大,000453
24,钓鱼佬狂喜,000446
25,OK删了,000424
26,学钢琴的我表示太真实了,000453
27,不会吧,000450
28,领袖的声音,000425
29,内,000445
30,国士无双,000449
31,牛逼,000420
32,我的宝藏目前全中,000422
33,下个目标让月球变绿,000440
34,like,000447
35,帮朋友看看？,000430
36,你再骂,000428
37,快手？看看人家的认证再说话,000438
38,牛，真的,000420
39,爷青回,000419
40,多损哦,000429
41,记得卖了换现金,000423
42,十八年鼻炎不请自来,000420
43,反手一个赞,000419
44,热泪盈眶,000419
45,看着都像1988的台词,000445
46,别人：寒假如何逆袭,000453
47,本科,000453
48,我默默地放下了我的二郎腿,000437
49,都学好le，还看你的小视频么,000426
50,出现了！阳百万,000442
51,真的,000420
52,？？？？,000425
53,22222,000424
54,致敬,000449
55,？？？？？,000430
56,致敬！,000449
57,？？？？？,000452
58,认同！,000422
59,更新内心世界,000424
60,蚊子：***,000428
61,"正在干饭,补作业 ",000437
62,寸止？,000430
63,哈哈哈哈哈哈,000432
64,you know 和 like 就很美式,000447
65,座机拍照？,000424
66,无中生友,000430
67,还有藏狐,000429
68,SM呢,000450
69,爷青回,000419
70,我TM直接好家伙,000430
71,理解,000424
72,2,000424
73,剧痛啊,000420
74,考到了,000440
75,差点没让我撅过去,000420
76,这不比博人传燃？？,000444
77,卧槽，牧原……我们厂的罗茨风机，有很多都是他们买的……,000438
78,设个闹钟半夜收菜的排个队,000440
79,致敬,000449
80,我唔了,000424
81,害怕,000446
82,不是,000450
83,8个。,000437
84,不好意思，鼻涕笑出来了,000425
85,因为这是启蒙教育时学到的,000426
86,笑死我了,000428
87,向高伯龙院士致敬,000449
88,哈哈哈哈哈哈哈哈,000425
89,代代子NB！！,000434
90,如果正常来说的话海龟应该是最长的,000448
91,合肥工业大学,000429
92,日常,000451
93,22,000424
94,比博燃,000444
95,老师让我们别管那么多，唉,000426
96,梦幻联动,000434
97,因为 云自律啊，看了就等于自律了,000453
98,ohhhhhhhh,000438
99,一看就没经验，这得找牛老师判,000454
100,帮朋友看看,000443
