,弹幕,vid
0,魔方速拧世界纪录3秒47,000079
1,帮好朋友郑思遥看看,000075
2,哈哈哈哈哈哈哈哈哈哈哈,000074
3,开狍,000074
4,哈哈哈哈,000074
5,GTA5？,000073
6,卧槽48，自己都能舔到了吧,000079
7,因为早晚出事,000081
8,说得好，我先来一次,000075
9,拔万,000080
10,知识不再被垄断,000078
11,致敬,000073
12,拔万亿,000080
13,马拉糕,000076
14,MIT线性代数，受用终生,000078
15,可能他们说的娃娃鱼，不是现在这个娃娃鱼,000074
16,23333,000080
17,中医就是忽悠？,000075
18,好的,000077
19,你可能会动了别人的蛋糕,000078
20,打个半死,000080
21,即将涉及知识产权问题,000078
22,致敬！！！辛苦了！！！,000073
23,自己下面[手动滑稽],000079
24,棒哈哈哈哈哈哈,000078
25,我还差2个币就攒够1000了，打死不交,000073
26,我有个朋友,000077
27,注意一下法律、版权之类的问题哦,000078
28,朋友？？,000075
29,绿色自己看不懂，就这在玩梗？,000076
30,哈哈哈哈,000080
31,哈哈哈哈哈哈哈哈哈哈哈哈哈,000074
32,对不起，我是警察,000073
33,香肠,000079
34,我点了两下怎么暂停呢,000074
35,卵子,000077
36,掌握了，女人在哪儿领取?,000077
37,洗澡水太烫，我也不愿意和水融合,000076
38,能吃吗,000074
39,会,000074
40,帮我的好朋友李浩看一看,000075
41,营销号,000074
42,加油,000078
43,尿尿时候讲过这种现象,000076
44,帮舍友看看,000075
45,放弃白嫖,000073
46,投了投了，只可惜不能一口气投俩,000073
47,罗翔老师讲,000078
48,《人肯定是有极限的》,000079
49,一个朋友拖我看看,000075
50,不溶是因为温差大，密度大啊,000076
51,如何区分课程好坏呢,000078
52,害怕,000077
53,2333,000080
54,棒棒棒,000078
55,我不做人啦，UP！！！！！,000079
56,给维护减轻一点负担，谢谢！,000078
57,就怕“有心之人”盗用啊,000078
58,云天明直呼内行,000076
59,支持！！！！,000078
60,厉害哈,000075
61,太天真了,000078
62,别说了，把碗,000080
63,太棒了,000078
64,赌石输了,000080
65,牙膏,000076
66,帮我同事看看,000075
67,滴血认亲,000076
68,关你卵事,000082
69,？？,000079
70,3.47秒啊！杜宇生的记录,000079
71,10年3773名，平均每天都有一位人民警察牺牲。致敬,000073
72,致敬,000073
73,那么燃是因为祖国强盛,000073
74,别装了都娶不上媳妇,000077
75,我就不给三连，我给四连,000073
76,懂了，女的在哪？,000077
77,一充血人都没了,000079
78,哈哈哈哈哈哈哈哈哈哈哈,000074
79,底裤,000071
80,？？,000077
81,切,000074
82,每次我女朋友都不会浪费,000077
83,这和慕课不一样么,000078
84,假的，只要攻速够快,000077
85,我帮朋友看看,000077
86,曲率运动！,000076
87,哈哈哈哈哈哈哈,000074
88,能不能吃啊,000074
89,这和离岸潮是不是差不多,000076
90,曲率驱动,000076
91,块八毛的，大过年来直播间整这个有意思吗，你要是烦他藏钱就离,000080
92,能吃吗,000074
93,哈哈哈哈哈哈哈,000074
94,哈哈哈哈哈哈哈哈哈,000074
95,拔腕,000080
96,新年快乐，已三连,000078
97,4、5十万,000080
98,一周3次,000075
99,先支持,000078
100,这句话有问题，这个效应的前提就是下游比上游的更严重。就好比茶叶可以向上走，但上走的茶叶再多也不会必下面的躲，只能说上游未必没有污染,000076
101,哈哈哈哈哈哈哈哈哈哈哈哈哈笑死了,000074
102,说到这想起那个味道干呕了,000077
