,弹幕,vid
0,便秘怎么办,000458
1,这tm肿瘤吧,000462
2,下次一定,000461
3,尊重,000459
4,加油！,000461
5,02就用的bo ku说的:做我的达令,000465
6,1,000456
7,高温融化,000460
8,卓别林的演讲,000460
9,1111111,000456
10,看不见我,000460
11,爷青啊，小绿人,000460
12,核弹,000460
13,真实,000458
14,你我都是正常人！,000459
15,刷过qq会员,000463
16,好漂亮,000457
17,为什么有这么蠢而人,000469
18,哈哈哈哈哈哈哈哈,000467
19,啥玩意你家的,000456
20,饕餮纹,000468
21,说话很流畅啊 不错 祝你恢复如初,000459
22,感觉大笑这语气一直在憋哭,000459
23,双倍快乐,000462
24,商周比春秋还精致,000468
25,死刑,000468
26,黄字是初中生吧....,000467
27,nb!,000461
28,下次一定下次一定,000460
29,看到评论好像网站被攻击了，但愿平台一直存在并且强大,000461
30,nb，,000466
31,三奶厉害了,000462
32,不要将自己交付给那些铁石心肠的人 你们不是机器,000460
33,核弹爆炸,000460
34,？！！,000462
35,さあ なあ圣人惠可爱语录,000465
36,水猴子呢,000457
37,哈哈哈哈哈哈哈哈哈,000469
38,不会！我6w多元宝没粉,000463
39,1,000456
40,放屁,000464
41,看的我刷了过去，然后回来评论,000464
42,哈哈哈哈,000468
43,1000,000463
44,矮半米 意思这男的2m1？看着都不像,000462
45,现在还是能用手机刷,000463
46,卡蒙,000463
47,先收藏,000466
48,斯拉夫语系,000462
49,不踢足球真是可惜了,000462
50,爷青回,000463
51,哈哈哈哈哈哈,000469
52,哈,000465
53,1,000456
54,感谢up主！,000461
55,我的八年了还在,000463
56,爱学习,000456
57,看懵了,000458
58,爱学习,000456
59,我累哇,000465
60,？？？？？？,000458
61,是的,000456
62,诺基亚 ,000463
63,本来就一直说不吵房,000466
64,内容是学校体系就算了,000461
65,中枪,000458
66,没有必要再战斗了,000460
67,网站60帧率好评,000461
68,王晓牛逼,000456
69,买一送一，姐妹花,000462
70,水猴子,000457
71,50,000463
72,牛壁，阿婆主哪里找的页面,000463
73,多一个还是少一个,000462
74,0.01,000463
75,内马尔？,000462
76,老悲伤。,000469
77,真的诶,000458
78,真的,000463
79,立体声,000462
80,ヤバイ！,000465
81,让人生成为一场美妙的冒险,000460
82,爷青回,000463
83,是,000463
84,1111111,000456
85,草，一看就觉得不行,000469
86,食人魔魔法妞,000462
87,大爷的，沙皇炸弹准备,000456
88,石！！！,000462
89,200,000463
90,他应该是有在控制动作吧,000459
91,说放屁的被搓痛点了吧,000464
92,这个最便宜,000466
93,双倍快乐,000462
94,名场面,000456
95,这个应该是将军用的,000468
96,可以卡，看运气有多久的,000463
97,热核弹,000460
98,dont hate,000467
99,喜欢喜欢,000457
100,必须三连,000461
101,中间那个是谁的啊,000462
102,666,000461
103,早产，七个月 他说话没有停顿 正常人应该都想得到不可能早产七个月吧,000459
104,吃相难看，想学完整得花8080元，建议举报,000461
105,双倍快乐,000462
106,怀孕了多少年,000462
107,あたしのことすき,000465
108,俺家是电话号,000463
109,拿出作业本,000458
110,知乎？,000461
111,《海错图笔记SE》,000457
112,到来学扯淡,000468
113,1,000456
114,两手加一嘴，正好,000462
115,海猴子,000457
116,我是我是我是,000456
117,辛苦啦！,000461
118,好心酸,000459
119,哈哈哈哈哈哈哈哈哈哈哈哈哈哈,000457
120,这都能怀孕么。,000462
121,别骂了，人都傻了hhh,000464
122,就是我了。。打电话听鬼故事，话费起飞。。。,000463
123,他们从人民手中夺的的权利终将归还给人民！,000460
124,哈哈哈哈哈哈哈,000469
125,靠？我不想三联的？我的手他她它壁我（,000456
126,10661700,000463
127,水猴子！,000457
128,真的漂亮，,000468
129,你再说！！！！,000458
130,佐伊,000462
131,我就是肤浅，我就是……,000456
132,2,000456
133,我有这套,000460
134,买一送一真好,000462
135,21,000463
136,国宝级,000468
137,克  苏  鲁  神  话,000457
