,弹幕,vid
0,哎呀 这女友太赞了,000504
1,我方无人侦查鸽,000501
2,味道难闻,000510
3,早就该让他死了,000511
4,坐几年牢算的？,000493
5,涨起来 谢谢 早涨早炸 快点涨吧,000521
6,郑达？？？？,000511
7,期待,000518
8,不错！,000488
9,大佬啊,000495
10,肠梗阻。。。。,000527
11,疾风亦有归途,000514
12,一脚踩上去啪的一声,000510
13,不要急，马上就表演魔法,000494
14,下次一定【滑稽】,000514
15,记起来,000529
16,迅捷斥候 信鸽,000501
17,还不是待遇不好,000511
18,买房等老了死了在考虑吧刚需太受伤了……,000521
19,人家跑了100年了不坏才怪，我们这才通地铁自然没这问题,000520
20,海灯寄眀霄,000514
21,c,000496
22,都写过,000496
23,最难的来了,000487
24,国企,000509
25,看到我，你就在一个小时后了,000501
26,哈哈哈哈哈哈哈,000519
27,期待,000518
28,还批发的自行车把,000502
29,普通人表示基本没听懂,000521
30,东哥比小马好多了,000491
31,只希望这个妹妹不要掏出来的比我们还大。,000508
32,哦哦哦,000496
33,哈哈哈哈哈,000527
34,来 听 B G M 的,000515
35,得加钱,000501
36,蛮快乐的哈哈哈,000494
37,开洞？？,000528
38,我帮朋友看看,000515
39,确实,000522
40,辛苦了,000527
41,期待，太期待了,000518
42,不是少林 秘传 很多都叫这名字 也不知道谁发明 谁正宗,000528
43,钱呢？,000505
44,没想到还是现场版童声,000495
45,期待,000518
46,xswl,000491
47,他一定没有闺蜜,000504
48,？,000497
49,111,000520
50,西贡咖啡……,000512
51,我记忆中房价最低的时候就是15-16年,000521
52,你们又替别人尴尬了,000502
53,关键是我连陈冠希都躲不过,000490
54,       6,000486
55,不能多印钱吗？,000520
56,我们就是腊鸡根本不会管你给你一点帮助,000489
57,星际争霸好看 不好玩,000531
58,感谢,000489
59,这玩意一科都卖好几万,000512
60,一边叫多生娃，一边就是飙升的物价,000505
61,动画片诚不欺我,000503
62,哈哈哈哈哈哈哈哈哈,000510
63,退一步海阔天空！有道理,000521
64,ohhhhhhhh,000516
65,金刚不坏童子身,000528
66,收藏夹，吃灰,000486
67,危,000507
68,国家辛苦培养的白眼狼,000511
69,当年我高考英语也是这样的,000529
70,太棒了吧！！！！,000487
71,雅思听力有拼写,000529
72,主要是心态，过于紧张的话，人的反应能力会低的多,000507
73,腾讯,000490
74,我一个没选生物的来干嘛,000516
75,星际牌面哈哈哈哈哈,000531
76,挪五公分,000513
77,和你,000514
78,易方达！,000518
79,捏嘿嘿嘿,000508
80,感觉早晚要崩盘,000521
81,233333,000519
82,投了投了,000519
83,无锡首套5.88→_→,000521
84,帮朋友看看,000515
85,浪里白嫖,000497
86,突然武起了大刀,000502
87,哇好长的腿,000512
88,国家养，子女养？搞笑,000505
89,呀哈哈,000510
90,为祖国感到骄傲,000520
91,阿里和腾讯都不小了，到该宰的年龄了。支持公私合营,000490
92,盗墓就盗墓,000500
93,这么重要的人，怎么还会缺钱呢,000511
94,我的妈呀路口熄火,000507
95,这是什么奇妙的音乐,000497
96,有手就行,000516
97,甲烷,000502
98,promise,000521
99,卧槽美女,000487
100,赛高泥嗨～铁呀子哒,000528
101,肯定还有穷富，科技研发，文化体育……还是需要人。,000491
102,不知道,000505
103,我捶死他,000489
104,666666,000502
105,第一眼以为是奥利奥,000519
106,鸡皮疙瘩,000504
107,没钱生,000505
108,林北放你个鸟,000494
109,50万是个严重警告，你觉得阿里会感觉不到？,000490
110,太厉害了,000487
111, 闪电五连鞭？！？,000502
112,错误率减半不错了,000507
113,东学西渐,000520
114,哈哈哈,000497
115,4,000531
116,。。。,000508
117,这是好事？。。。。,000498
118,我自己一个人,000531
119,有点像定格动画,000487
120,各位知道以后去哪住了吗？,000515
121,麻醉科？,000527
122,期待,000518
123,我觉得，好像，还要学医…？,000487
124,当场去世,000510
125,草，画中人,000514
126,我中弹了,000497
127,我悟了！,000496
128,好气哦 没有我大昆仑银行,000521
129,加油,000517
130,妇科,000527
131,我总感觉一切的一切想把人赶到西北地区发展。。。,000521
132,顶你,000521
133,憋笑憋的我内伤,000487
134,但是能钻破皮肤呢，除非没用力,000528
135,哈哈哈认狼发言,000531
136,物质财富极度丰富，你以为现在能达到？,000491
137,幼儿园手工现状就离谱,000502
138,Hhhhhh,000510
139,反着转,000528
140,普通大众做什么工作呢？,000491
141,专业,000502
142,有多少人是在同一条起跑线上？不过是你天真的想法罢了,000521
143,哈哈哈哈哈,000519
144,哈哈哈哈哈哈哈哈好活,000497
145,药水哥,000497
146,大佬,000486
147,但他们不愿意呀,000491
148,简单的题建议真的不要这样浪费时间,000496
149,期待,000518
150,666,000486
151,大一狂喜,000524
152,操,000511
153,wtf,000494
154,消止加在泵的出水口,000532
155,难搞了。。以后穷人基本都买不起了。,000521
156,谁在大兴安岭生孩子，大家仔细想想,000505
157,崇高的灵魂，令人敬佩,000533
158,家里电器可还行,000486
159,13,000531
160,涨！往死里涨！,000521
161,垫背钱,000500
162,派大星！！！,000510
163,哈哈哈草,000519
164,早看过了，其中三个采访者可以知道这是假的不过还是接受被骗了，因为这是他们的梦想。。。,000490
165,同期末历史单科王,000496
166,腾讯:这事儿我熟啊,000517
167,裹尸布上拔下来的？,000500
168,学学钱学森,000511
169,哈哈哈哈哈哈哈,000519
170,量词破碎,000531
171,大一狂喜,000524
172,白鼠,000514
173,炒房才能发财,000521
174,能吃 可甜了,000512
175,国家慌啥？？？,000505
176,所以，出一次任务要带多少鸽子？,000501
177,高一害怕,000524
178,起码还得一两百年,000491
179,给我整不会了,000496
180,哈哈哈哈哈哈,000522
181,6,000496
182,天，好诡异,000487
183,哈哈哈哈哈,000501
184,大一看得津津有味,000516
185,2,000520
186,我内科毫无存在感（狗头）,000527
187,兄弟开除,000491
188,房价这么便宜一点压力都没有。不用奋斗了,000521
189,网网,000510
190,妙啊,000496
191,首先，要有脑,000529
192,这么高的学历，可惜了，思想坏了,000511
193,是我了,000522
194,我就是生理曲度变直，老头晕,000497
195,有一种功法叫做一阳指,000512
196,好家伙,000486
197,辛苦,000487
198,我替蒜头看一下,000515
199,是的哈哈哈哈哈哈哈哈哈哈哈哈,000512
200,我替我朋友看一下,000515
201,不用了，你输了,000517
202,癢蟊,000494
203,真实,000531
204,skytrain只适用于温哥华吧,000522
205,？？？？？？当然要问钱啊，做义工吗,000499
206,2,000520
207,我一直在盯着那个猫,000508
208,好家伙,000508
209,真实,000531
210,你提醒我了,000516
211,哈哈哈哈哈哈哈哈,000516
212,红绿色盲诱捕图,000497
213,152正义考虑一下,000511
214,明白了一半,000489
215,1,000520
216,最多只能罚50w,000490
217,十年才56万？好牛逼啊！,000499
218,好,000508
219,2,000520
220,u/u:都是可以的。没必要强行区分,000523
221,neng岗,000512
222,Metro，说不定给你带到麦德龙去了,000522
223,OHHHHHHHH,000487
224,好美,000523
225,初一全对哇哈哈,000496
226,就像作弊 没抓到就是成功 抓到才叫作弊 现在也有,000511
227,NB啊，我刚考完期末，相见恨晚啊哭泣,000496
228,笑死我了,000494
229,临床药学才是最底底端,000527
230,好家伙电表倒转,000486
231,确实是可能，尤其是自动化人工智能的发展。但我们这一代可能是萌芽。,000491
232,神仙女友,000504
233,我们学校就种有一棵见血封喉被围起来了,000512
234,好,000486
235,死在了第一步,000529
236,开幕雷击,000507
237,所以这样的公司做不大,000509
238,下次也不一定,000514
239,致敬,000533
240,这种虫子 ，小时候经常抓来玩 ，我都是叫他水牛 。,000510
241,然后上海鸽就被广东人拿来煲汤了,000501
242,真大佬,000486
243,……,000507
244,细节拉满,000508
245,前面说足力健的，别看不上我们凯莉五代战靴好吗，凯莉穿着它南征北战拿过七次总冠军呢,000512
246,悠悠空竹？,000503
247,美美美 太美了,000529
248,美女你谁,000516
249,这锈太假了,000493
250,hhhhhhhhh,000497
251,哈哈哈哈,000519
252,山上笋都给你夺完喽,000510
253,不可能，这一定是假新闻，美国那么香,000520
254,2,000520
255,选对了哈哈隔,000496
256,1,000520
257,呵呵商人,000511
258,记笔记啦,000518
259,兵长：小伙子有前途,000502
260,钻眼球,000528
261,笑了,000518
262,哈哈哈哈哈哈哈哈哈哈,000497
263,研究生听的津津有味hhhh,000516
264,总有一款适合你,000520
265,不是分两部分么,000521
266,哦吼,000486
267,有效促进马？,000531
268,国内游戏靠小厂...腾讯,000490
269,ccc,000496
270,常规操作,000508
271,松果痰抖闪电五连鞭,000503
272,艾伦活生生被逼近了浴缸,000502
273,辛苦了,000527
274,我按错了吗怎么不痛，我明明有颈椎病,000497
275,好恶心哈哈,000510
276,太强了,000529
277,当然能听懂,000522
278,钱是最聪明的，放心他总有办法流到最赚钱的行业的,000521
279,艾伦被生生壁进了浴缸,000502
280,我觉着，我跟看着别人背单词背的贼快,000529
281,高二前来围观,000524
282,大佬们好,000495
283,汉水丑生针的不戳,000516
284,排面,000514
285,长沙：没我的事,000521
286,爱戴,000518
287,带个女朋友回家，结婚，现在小孩5岁了,000526
288,除了人数还得考虑时长等其他因素的,000531
289,哈哈哈哈,000516
290,主持人也太浮夸了吧，戏比台上都多,000528
291,背后图标 就不简单,000495
292,来了来了,000507
293,大骗子！,000508
294,哈哈哈哈哈哈哈,000519
295,up膨胀了，要的太多了,000497
296,伟'ga丁来微欧洒,000494
297,6阿好有用！！！！,000496
298,燃起来了,000516
299,晚上这个会发光,000510
300,牛笔,000502
301,噗,000497
302,我,000493
303,你要是妹子，十个你我也扛着跑,000513
304,致敬,000533
305,辛苦辛苦,000527
306,哈哈哈哈哈哈哈,000487
307,哈哈哈哈哈,000519
308,老八表示害怕,000527
309,我看到了什么,000508
310,抠脚,000531
311,要用魔法打败魔法,000530
312,都是眼……,000527
313,职业平等,000498
314,辛苦！致敬,000527
315,工具鸽,000501
316,曹雪芹的《红楼梦》就是在这写的吧（狗头）,000510
317,辛苦了辛苦了，我再也不催更了,000487
318,哈哈哈哈哈哈哈哈哈哈哈哈哈哈,000519
319,化劲,000513
320,我被吓到了。,000528
321,？？？？,000491
322,Wc,000514
323,我以为你叫我名字呢，吓我一跳,000497
324,！！！,000496
325,哈哈哈哈哈高一旁观！,000524
326,太恐怖了,000516
327,手把手教你app,000529
328,升华了,000531
329,我也是用的这款APP，名字：知米背单词,000529
330,热乎,000501
331,洛温nb！！,000514
332,我要推拿,000497
333,英国也ketchup,000522
334,现在都不回来了,000511
335,希望中国未来不要像美国一样,000520
336,哈哈哈哈哈哈这个手机壳,000529
337,尔等与曹贼无异！,000508
338,Metro,000522
339,哈哈哈哈哈,000519
340,期待,000518
341,这西瓜还要吗 不要给我吧,000502
342,把炮舰开过来瞅瞅,000492
343,只鸡？？？,000501
344,大三狂喜,000524
345,活这么大岁数了居然混成这结果真丢人,000511
346,不全是肠梗阻吧 普通肠道术前不是要吃泻药的嘛 ,000527
347,还没到我们省,000515
348,有道理,000496
349,五禽戏多练习，啥都好了。,000497
350,996,000486
351,这在内侧车道太危险了,000507
352,卧槽,000494
353,首先排除BC，留消极影响，去积极影响,000496
354,期待,000518
355,三  月  加  急  最  后  一  期,000531
356,脚可还行,000531
357,嗨，这就是盗墓的,000500
358,致敬,000533
359,哈哈哈哈哈哈哈哈哈哈哈,000527
360,遗传简单但是我很容易错,000516
361,睡一觉认了新家怎么办,000501
362,涨继续涨，麻溜的涨,000521
363,辛苦啦啊,000527
364,托,000530
365,鸽子根本不知道自己在送信,000501
366,好壮,000502
367,二代消费,000492
368,？？？,000528
369,我一个上班族看得津津有味,000529
370,小丑竟是我自己,000530
371,哈哈哈哈哈哈哈哈,000512
372,新高考题量大，内容不再重抠字眼了,000496
373,啊这反手拿刀！？,000502
374,汽车撞墙了知道拐了,000521
375,下次一定，这个词让人感觉是朋友之间的玩笑话，挺有意思的,000514
376,物极必反，回光返照。,000521
377,好人没好命啊,000533
378,很对,000523
379,我不信，但我希望,000491
380,哈哈哈头发那个你羡慕科,000495
381,怎么说呢？很矛盾。,000505
382,我按的肉疼,000497
383,明白了,000489
384,dio狂喜,000528
385,全是大佬,000495
386,太真实了,000509
387,不这样说 你都上传不了吧 哈哈,000491
388,你是肉鸽无疑,000501
389,小型空竹,000503
390,期待,000518
391,？白激动了,000487
392,百万_你中戳中了中式教育的致命处,000523
393,上次给过了,000514
394,中国boy快来写论文,000531
395,两广市区的小孩也经常吃！！熟的很甜！,000512
396,了不起,000504
397,哈哈哈哈哈哈哈,000500
398,这发量不是我的吗？！呜呜呜,000487
399,6666666,000505
400,仙女下凡,000504
401,隔壁广东人走高速路过广西表示只看到了山峰，峰群和隧道,000512
402,???,000497
403,智子展开,000494
404,副     乳,000487
405,真囧感染,000522
406,开幕雷击,000514
407,还可以探索…,000505
408,放心，地理卷子上也有呢,000524
409,任贤齐,000492
410,摩拜大佬,000495
411,敢不敢说说国内的问题,000520
412,火火恍恍惚惚,000487
413,“我见青山多妩媚，料青山见我应如是”,000512
414,换个工作总可以吧,000520
415,可爱！,000501
416,谢谢！谢谢！已三连,000488
417,这反转，神了，哈哈哈哈哈,000519
418,哈哈哈哈哈哈,000516
419,空降2:45,000486
420,山西人表示很淦,000515
421,东北人嘴角疯狂上扬,000515
422,不知道前途有多好，你倒是说呀,000511
423,各位，up内蒙人谢谢,000522
424,下次丕定,000514
425,3,000531
426,花3万医生又不会赚3万。。。,000527
427,发量见实力,000495
428,《乱拳打死老师傅》,000531
429,青岛房价跌个屁啊,000521
430,宝贝,000529
431,右边玩家神情狰狞，略有所思,000531
432,喵,000486
433,？,000507
