,弹幕,vid
0,想起了憋笑挑战外国大叔“hiu hiu hiu”的笑声。,000186
1,印度的种姓制度说不出这种话,000173
2,而我是呵呵呵呵呵呵呵,000186
3,小朋友，太极和八卦是哪儿的呀,000211
4,一阶段目标检测器you only look once,000198
5,标题不错,000190
6,和我货币金融学教授一样一样的,000210
7,没用 银行贷款一直都是这个模式 一半一半,000196
8,上不了席面,000204
9,笑死我了,000206
10,历史虚无主义,000211
11,反正总要死一个，死哪个都是风景,000198
12,哈哈哈哈哈哈,000183
13,没孩没负担,000196
14,都升值相当于不升值,000210
15,宇宙第一大国不服,000173
16,这次一定,000206
17,一诺行为,000196
18,养老金就是国家级旁氏项目啊，朋友,000196
19,两个逆子,000211
20,我可去尼马了个雪碧吧,000175
21,呵呵呵呵呵呵,000186
22,《我的区长父亲》,000193
23,可别有实战机会啊,000173
24,挖坑,000192
25,别骂了,000200
26,肯定是花光,000198
27,爱自己,000199
28,卧槽，这么准的么,000206
29,哈哈哈哈哈哈笑死,000183
30,做泡菜也有个组织吗哈哈。,000206
31,看我的中文学得多好,000181
32,牛壁！,000188
33,初三妥了,000190
34,笑癫了就是鹅鹅鹅鹅鹅鹅,000186
35,？蹲牢干嘛？直接枪毙！,000177
36,牛逼,000193
37,致敬,000177
38,原作者！,000178
39,sslx,000210
40,加薪不够。或者自己有自己的目标,000201
41,up是初三的吗！,000190
42,猖狂,000185
43,帅！,000178
44,爱自己,000199
45,这个up能不能好好做科普啊,000198
46,致敬,000177
47,啊啊啊啊啊啊啊啊终于来了,000181
48,漂亮,000196
49,德四要来了,000173
50,yyds,000188
51,老夫玩股，就是一把梭哈,000198
52,原来你也玩原神,000203
53,太极都是中国的，狡辩什么呢,000211
54,不会,000200
55,我不考研，也愿意看晓艳,000180
56,狗,000175
57,bgm sun,000176
58,护宝锅,000203
59,头发换的,000207
60,有味道,000192
61,爱自己,000199
62,哈哈哈哈哈哈哈哈哈哈,000210
63,听口音！,000189
64,嘎嘎嘎嘎嘎,000186
65,哈哈哈,000180
66,1:6,000210
67,爷爷的父亲都能到清朝了吧,000185
68,美术生微微一笑,000178
69,嗯盈利的那些都被升值抵消了吧,000210
70,没有中国，就没有你啦,000177
71,心  系  祖  国,000211
72,好看,000178
73,一不小心,000194
74,这颜料爱了,000178
75,哈哈哈哈哈哈哈哈哈,000198
76,报道有信息来源吗？？？,000188
77,黑暗森林法则,000198
78,原神,000203
79,牛批！,000188
80,什么傻缺视频,000176
81,我们还有俄罗斯族,000204
82,全体起立,000177
83,致敬,000184
84,？？？好家伙,000211
85,借你吉言,000199
86,现代工艺的残次品,000203
87,哈哈哈哈哈,000193
88,111,000200
89,杀伤力极高，侮辱性极强,000204
90,致敬，她救了中国的畜牧业，让许许多多的孩子可以喝得起好牛奶,000184
91,最辉煌？！哈哈哈哈,000173
92,印度：你以为你很幽默？,000173
93,？,000205
94,1,000200
95,美人希,000198
96,111,000200
97,这,000200
98,"我是蒙古海军司令,你被逮捕了,开门!!!",000173
99,鹅鹅鹅鹅鹅鹅鹅鹅鹅,000186
100,摩擦被子的声音,000200
101,23岁 我的天,000184
102,第六我有,000199
103,鱼:请打开语音交流,000203
104,？,000175
105,天动万象,000178
106,哈哈哈哈哈哈哈哈,000193
107,牛啊,000202
108,有政治老师内味了,000210
109,快进到中国向美国输入的牛奶被引爆（哈哈哈哈）,000184
110,哈哈哈哈哈哈哈,000185
111,啊呵呵呵呵呵呵呵呵呵呵呵,000186
112,初中啊这,000190
113,爱自己,000199
114,人说的是有期徒刑4年，是个鬼的黑话,000212
115,历史发明家,000211
116,思密达国对中国来说就是孙子对于爷爷一样,000204
117,失落的亚特兰蒂斯,000178
118,致敬,000177
119,假话说多了，义正言辞的,000211
120,韩国：你是在叫我吗,000188
121,?,000193
122,遇上彩虹，吃定彩虹,000178
123,封面女郎？,000197
124,我就是鹅鹅鹅的,000186
125,666,000178
126,大佬,000192
127,超级丹永远的神,000188
128,中油宝不哭,000198
129,山西？,000192
130,好,000196
131,突如其来~,000206
132,丹哥牛逼！,000188
133,屁,000205
134,内蒙人实锤,000189
135,全体起立，敬礼,000184
136,草史莱姆带着它的音响来了,000203
137,致敬,000177
138,哈哈哈哈,000191
139,这是上海的。。。,000196
140,真实,000200
141,不，我觉得咱们自信一点好吗！咱们懂！！,000193
142,我的天啊,000185
143,哈哈哈哈哈,000191
144,是中国人,000211
145,哦天哪，好厉害(๑°3°๑),000198
146,真·逆风,000188
147,是默认你已经有了足够的知识积累，能够进行学术产出的,000180
148,这特么的……,000177
149,致敬,000184
150,居然还有1000万，太多了吧,000196
151,哇塞！,000183
152,好耶,000196
153,不对劲,000182
154,讲的浅显易懂,000210
155,华姐：啊？咸菜的事为什么问我？,000206
156,无所谓 金字塔秩序崩塌是早晚的事,000196
157,爱自己,000199
158,厕所,000192
159,爱自己,000199
160,nb,000188
161,简体字的推广对中国的整体发展功不可没,000173
162,11111111,000200
163,瓷：你不要过来啊,000203
164,哈哈哈哈哈哈哈哈就这就这,000206
