,弹幕,vid
0,别骂了 别骂了,000319
1,老营销号了,000320
2,1234,000317
3,學會了 抓隻烏龜玩就對了,000318
4,2,000316
5,每天三小时?你雇我?,000295
6,这不是套娃，这是清洁的这层。,000314
7,哕,000307
8,这布是在暗示你,000300
9,绿波电龙,000312
10,2,000317
11,最发达，你可冤枉死他了,000320
12,均质半球体有一个稳定平衡点和无数个不稳定平衡点,000318
13,虎躯一震,000304
14,嗯,000316
15,这是用来吃的？,000307
16,该剪指甲了,000290
17,哇我觉得我需要全篇背诵下来这段视频了,000298
18,不倒翁？,000318
19,ohhhhhhh,000290
20,球囊,000314
21,怕了,000322
22,总有一款适合你,000291
23,同志请跟我们走一趟,000290
24,永动机的。。。你大概是真的不适合听这种东西了,000318
25,还有土豆,000320
26,三棱锥 无数个,000318
27,生三个能养起吗？,000297
28,下次给男朋友,000301
29,好美,000307
30,不同的爱好。那她不得全能一点。最起码都要了解一下的,000304
31,哈哈哈哈,000319
32,半圆怎么说,000318
33,这算是变相垄断吧,000320
34,1,000294
35,东北没先进教育太懂了,000297
36,如何才能像你一样说得这么溜，我初中水平,000298
37,？？？,000308
38,好像有一点点？,000299
39,哈哈哈哈嗝,000319
40,非常赞同,000289
41,张三 现在都局长了,000291
42,这不把阿尔敏吃了的那个么,000307
43,FBI,000290
44,减肥40斤,000289
45,首页通知书,000322
46,和我的U盘一毛一样,000290
47,的尸体,000309
48,哈哈,000291
49,萝卜,000320
50,AI字幕： Jack地磁场产生感应电流实验,000299
51,喜剧内核是悲剧，看看卓别林的就知道这句话什么意思而不是像悲伤哭丧人这样,000296
52,一群杠精搁这我上我也行了，六个大气压你给我吹一个试试,000314
53,2,000316
54,？？,000308
55,滾去收藏夹,000289
56,好耶好耶好耶好耶再接再厉！！！,000297
57,红红火火恍恍惚惚,000296
58,外国小哥处刑曲,000290
59,厦门好多,000307
60,社会成本,000291
61,懂了，这就去对线,000293
62,点赞    关注  安排,000322
63,致敬,000302
64,123,000305
65,5,000294
66,致敬,000302
67,？？？,000307
68,吾辈楷模,000304
69,内核是悲剧，但是表面还是喜剧啊,000296
70,明天考试我还有机会吗,000319
71,一定会聊天,000304
72,会上b站,000290
73,确实是工具，了解文化的工具,000298
74,底层一定要团结,000322
75,致敬,000302
76,教你撒谎,000288
77,开挖掘机的,000321
78,哈哈哈哈哈,000309
79,123,000317
80,现在一个700多,000314
81,1234,000317
82,直播间我卖艺，下属送礼物，属于劳动收入,000291
83,小手拧不过大资本家,000322
84,这叫平衡！！！！,000320
85,？？？？？,000304
86,12,000317
87,别骂了,000319
88,昨天刚喝了……,000307
89,没有玩家可以玩过开发人，,000320
90,老头晚上锻炼呢,000307
91,牛,000322
92,国家电网战略合作伙伴,000290
93,那我们怎么办,000295
