,弹幕,vid
0,诶～,000445
1,怎么这么多蓝家哈哈哈哈哈哈,000445
2,1,000451
3,好可爱,000442
4,下定决心,000453
5,能搞亿点点,000419
6,我每次顶到这里  老婆都很舒服,000444
7,好康,000425
8,难道外国不是这样的啊！不是吧,000440
9,开始了,000438
10,卧槽,000420
11,他们会将我们的农业处理掉,000446
12,我靠梦幻联动,000434
13,这真是DNA里的东西，一步步进化来的,000440
14,无中生有,000430
15,理解,000424
16,废话这么多,000453
17,牛顿直呼内行,000428
18,突然被q,000440
19,不，现在人看到空地就想建楼盘,000440
20,洗心革面，重新做人！,000424
21,烟烟罗（,000425
22,我一个朋友想看,000430
23,1,000424
24,我看你视频白嫖,000428
25,.,000452
26,哎呀,000433
27,罗老师好评,000450
28,建议注入造影剂，坏笑,000452
29,为了让别人家长嘴里别的家小孩变成我,000453
30,我想死，高考发呆,000424
31,我们这里叫拉拉蛄,000442
32,鲤鱼跃龙门既视感,000444
33,欺仁太甚你们,000445
34,猪ll,000429
35,欢迎回来,000419
36,梦幻联动,000432
37,想被喜欢的人那个,000450
38,bb了三分之一时间了还没进正题,000426
39,不构成吸收，数罪并罚,000432
40,土猪香啊,000438
41,感谢,000424
42,致敬,000449
43,每日听力每个语种都有都很可,000422
44,金华火腿,000438
45,猪,000429
46,主 不 在 乎,000428
47,想多了，会更快,000430
48,脉动就可以,000451
49,相信改变就会改变,000424
50,致敬,000449
51,分手厨房？,000429
52,十五秒过去了,000451
53,味太冲了,000432
54,哈哈哈哈哈,000452
55,猪,000429
56,毕导！！,000434
57,爷轻回,000419
58,我也是，考好之后怀疑自己,000424
59,爷青回,000419
60,白嫖失败,000452
61,有钱人啊 这玩意很贵的,000452
62,nb,000453
63,实不相瞒我每天都做白日梦,000453
64,谢谢谢谢谢谢！！！,000424
65,缺维生素和水真挺痛苦,000440
66,我帮我自己看看,000430
67,三厨狂喜,000434
68,我家周围各家各户都在自家的小花园里种菜,000440
69,有期徒刑,000454
70,饿怕了,000440
71,幺鸡二条不打要遭,000426
72,会不会吃到变异,000446
73,中国boy才20秒?（doge）,000448
