,弹幕,vid
0,还是投个币吧,000428
1,我他妈笑死了,000442
2,是我了,000424
3,张三从此有了脸,000434
4,爷青回,000419
5,致敬,000449
6,提到了家乡好骄傲啊哈哈哈哈,000440
7,钱老的成绩单及大部分资料都在西安交通大学史料馆,000419
8,懂了，这就退出去,000453
9,那么外星人就是怎么存活的？,000428
10,我居然超过了人类平均水平,000433
11,钱老不是见过冯布劳恩，他是美国冯布劳恩审查团队的一员,000419
12,下属不可以啵上司嘴！,000429
13,各位绅士好,000443
14,新年快乐！,000451
15,不会,000450
16,感兴趣,000453
17,？？,000432
18,但是我们学校根本就全是训练难题的啊,000424
19,后来我的健身卡被我在闲鱼卖了,000453
20,有引战嫌疑,000438
21,牛啊,000420
22,你怎么知道我鼻炎,000420
23,ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,000452
24,呵呵，全用嘴在致敬,000449
25,听得我一头雾水,000452
26,妙啊,000425
27,开学第一天枯了,000424
28,谢谢,000424
29,寒假还有两天我才刷到这个视频,000424
30,学到了,000427
31,SNP,000434
32,这flow是吃了几个圣代,000434
33,土猪香多了,000438
34,爷青回,000419
35,截图笑死,000447
36,不行 ，脸上有油，打滑,000420
37,《弯道超车》,000453
38,妙啊,000424
39,苯醌,000442
40,哈哈哈哈哈哈哈,000440
41,哈,000424
42,加油吧中国,000438
43,黄铉辰老婆在这！,000445
44,原来人类是6分钟啊,000448
45,眉湖站住别走！,000429
46,瞧我发现了谁,000419
47,原来我这么牛壁,000444
48,就是这个,000442
49,♂啊,000444
50,你人有了,000444
51,是啊,000424
52,难道不是得克萨斯州？,000446
53,致敬,000449
54,我坐在床上撑着小桌手机就放在旁边,000451
55,6………,000443
56,初   三   化   学,000430
57,爷青回,000419
58,西巴老马！！！！,000445
59,致敬,000449
60,你就是树成林！！！！我在看你的书！,000424
61,今年党日活动就去这里！,000419
62,毕导nb,000434
63,我大学英语老师除了放英文电影没别的活,000422
64,那要是它们死了怎么办,000446
65,在现场？,000444
66,哈哈哈哈哈哈,000454
67,123,000451
68,？？？,000452
69,1,000424
70,救星 活菩萨,000420
71,我们学校发的资料就喜欢搞些思路简单但计算巨大的题...fo了,000424
72,《修炼爱情》,000430
73,为什么我能想到邓艾？,000440
74,对不起我也废了,000424
75,大逃杀,000444
76,圣代我爱你,000434
77,害…,000424
78,墨墨最好用,000422
79,牛牛牛,000424
80,星际争霸,000444
81,肖申克的救赎，阿甘正传,000424
82,听说钱学森研制“两弹”给钱了，奖励十块，保下了我们现在的生活,000419
83,关键是喜欢啊 喜欢会反抗？？,000450
84,马带师表示对此负责,000428
85,？？？？,000448
86,1,000448
87,!,000424
88,谢谢谢谢谢谢谢谢谢谢谢,000424
89,？,000450
90,好听好听,000434
91,吃饭中，很下饭,000446
92,我们老师也是,000424
93,罗老师水杯不能少,000434
94,这男的演小授现在,000450
95,蛇,000433
96,这我就放心了,000438
97,哈哈哈哈哈哈哈哈哈哈,000428
98,替我朋友收藏了,000430
99,猪,000429
100,信息茧房,000424
101,考上大学,000453
102,哆啦A梦,000425
103,前面那个是老宝可梦了,000442
104,猝不及防,000429
105,。,000434
106,齿轮热处理,000421
107,草,000425
108,三厨狂喜,000434
109,很痛苦，我慕了,000440
110,考哭了,000424
111,晚安  作业  我们明天见吧,000451
112,超级加辈,000428
113,农耕文明,000440
114,致敬啊啊啊啊啊啊啊啊,000449
115,dilidili,000428
116,欸，我中考的时候就是这样的，现在也是，遇到小考不慌，一到大考就慌,000424
117,qwq,000430
118,致敬,000449
119,淑女淑女们集合吧,000443
120,笑死我了，你做陶罐拿车床加工,000454
121,吾辈楷模,000449
122,真实,000453
123,很多老一辈科学家的子女却跑国外不回来，甚至直接入外籍,000419
124,我擦,000430
125,卧槽,000420
126,走神,000424
127,牛皮,000452
128,挺怕这样的还,000424
129,哈哈哈哈哈哈哈哈哈哈,000425
130,致敬,000449
131,毕导要转行了？,000434
132,我朋友说实战有问题,000430
133,楼下说的对,000428
134,5秒真动物,000448
135,正中痛处,000424
136,真水猴子,000425
137,真—猪狗不如,000448
138,去北大,000453
139,我帮我自己看看,000430
140,练字帖,000424
141,东西南北中，好酒在山东,000445
142,金钱活板门蜘蛛,000442
143,up主的视频好像被碧天蓝钻盗了,000425
144,我们学校一大片,000425
145,燃爆,000448
146,致敬,000449
147,Lisa是泰国籍 读书时在国际学校环境里,000447
148,哈哈哈哈哈哈哈,000432
149,人不如狗,000433
150,这么热血的吗,000444
151,我还以为在煮东西,000446
152,相当于普通话的“内个”,000447
153,毕导牛逼!!!!!!!!!!!!,000434
154,致敬,000449
155,没戴口罩,000419
156,不会,000450
157,男亲 男票 你懂的,000445
158,判个小目标,000432
159,不会,000450
160,/\,000420
161,Too much like,000447
162,Microsoft表示很震惊,000428
163,没人？？,000448
164,致敬！,000449
165,吓得我马上躺直,000451
166,用手碰也太高看我了,000442
167,草电磁波 高三醒了,000452
168,有IC吗,000445
169,一二名是谁？？？,000419
170,葫芦娃。,000442
171,消失的第五点,000453
172,老虎狮子人家是30秒一次好吧,000433
173,zzzzz,000451
174,可以用灯丝,000452
175,违和,000430
176,-8000,000424
177,这个真的是高科技！现在我们的无人机牛逼！离不开这个东西！也离不开他们的贡献！！！,000449
178,卧槽卧槽卧槽，牛逼,000420
179,爷青回,000440
180,真的很脆弱……,000424
181,前面的你在做梦,000445
182,刚挖的,000454
183,JPL实验室创始人之一，不是NASA创始人之一,000419
184,好家伙 安德无处不在,000445
185,太难了,000424
186,我被喜欢的人强吻过，事后我就把他拉黑了，真的幻灭了，完全高兴不起来,000450
187,任何知识都有需要记忆的部分——五笔输入法创造人语,000426
188,来了！！！,000434
189,致敬,000449
190,666,000424
191,就是要这样控制他国的发展，这是战略。,000438
192,哦哦哦哦,000419
193,恶心心,000429
194,肯定不高兴了，她是被强迫的，她不想怀孕,000450
195,?,000430
196,我怀疑这是ETO的打电话。,000428
197,我在宿舍想种盆薄荷，看到剩的土我又买了点儿小西红柿的种子种上了,000440
198,哕,000429
199,我擦  这BGM我还以为是我手机响了,000421
