,弹幕,vid
0,泪目,000105
1,哈哈哈哈哈,000123
2,炒，接着奏乐接着炒,000104
3,明白了,000111
4,三连,000100
5,？？？,000117
6,没了,000120
7,GTA SA,000115
8,廉价劳动力,000111
9,公转了49圈...,000119
10,2,000099
11,莆田口音,000112
12,我也有慢性胃炎，经常放屁，一节课放五六次屁，我后面的同学都快疯了,000115
13,做珠宝生意的 装逼吧,000104
14,我的辅导员有这么好就好了,000111
15,泪目,000105
16,看归看别关注,000119
17,泪目,000105
18,最高9400,000120
19,比伯然,000124
20,呀也,000107
21,霸   总   之   笑,000105
22,瞬发,000115
23,我是替我朋友看的,000108
24,鲲,000119
25,解锁新……,000118
26,明白了,000111
27,2,000099
28,哈哈哈哈哈,000121
29,所以说读书成绩是优秀了但性格残缺不全三观细碎,000117
30,这……,000117
31,还有人信平安、人寿？    卖保险的不是都拉熟人吗？跟传销一样,000099
32,终于回来了！！！川啊,000105
33,替朋友看的,000108
34,？？？？牛,000104
35,我有用这个,000097
36,这条不可能,000100
37,这个罐子跟我的存钱罐连配色都一模一样,000122
38,0,000105
39,这个镜头是咋拍的呀,000118
40,《醉饱过度》,000109
41,帮朋友一看,000109
42,最爱浪费时间,000115
43,！！！,000101
44,丽水人表示很赞,000106
45,这是张国伟吗？,000122
46,你还缺老婆吗,000114
47,均为女性医生,000118
48,刚冲完，大数据给我推荐这个视频?！,000109
49,明白了,000111
50,明白了,000111
51,懂了，这就通宵,000115
52,敌敌畏,000116
53,13420,000120
54,致敬,000113
55,那我能想你一下么,000097
56,有病的人竟是我自己,000115
57,美乐朱,000112
58,我外放最大音量,000107
59,不用,000116
60,哈哈哈,000107
61,牛逼,000119
62,官方玩梗 最为致命,000105
63,冷就要多吃肉,000119
64,不怕被抓，敢爆料。,000099
65,这段舞蹈值得一个单独的赞,000099
66,广东 需要开空调睡觉了,000119
67,1,000116
68,是我，蛋肉吃太多了,000119
69,又是这位,000122
70,半澤的BGM啊,000100
71,可以用扑克,000122
72,致敬,000113
73,？,000115
74,泪目,000105
75,太乙真人的炉子,000121
76,主要我看的书那个软件上不一定有啊,000097
77,这不是初中化学。,000122
78,致敬,000113
79,这么好,000100
80,哇！！,000106
81,牛蛙！,000121
82,还是个处,000123
83,这姑娘有点可爱,000121
84,止血。我去,000107
85,一个弹幕没有？,000099
86,那边没有军事基地，占不了便宜,000100
87,怎么不说人按分子展开，都可以围绕地球几十圈,000115
88,不要啊,000118
89,1,000116
90,哈哈哈哈,000109
