,弹幕,vid
0,致敬,000164
1,致敬,000164
2,想多了，没有桃色，就是纯骗,000166
3,和也：这个我熟,000166
4,如何判断是偷东西还是杀人,000171
5,贵了,000166
6,好套路啊,000166
7,哈哈哈哈哈哈哈,000168
8,200又要凉了吗,000166
9,致敬,000164
10,老板大气,000166
11,表白撒老师,000172
12,致敬,000164
13,朱迅！！,000172
14,致敬,000164
15,他  不  傻,000164
16,致敬,000164
17,同化成功哈哈哈,000168
18,约呀,000166
19,比划比划,000168
20,草,000168
21,这是《热爱生活》中的话。他只是照搬。,000172
22,致敬,000164
23,卿卿！！！,000172
24,九龙坡？重庆人震怒,000166
25,张三（,000171
26,哈哈哈哈哈哈哈,000171
27,致敬,000164
28,致敬,000164
29,辽宁和黑龙江当然能分出来啊…,000165
30,致敬,000164
31,领导已经自闭了,000171
32,阅后即焚？,000166
33,不！我眼睛巨小，单缝眼，识别都识别不出来的那种,000171
34,鼻烟壶,000168
35,今年行情不好,000167
36,开塞露,000168
37,致敬,000164
38,罗翔说哲学,000171
39,。,000171
40,回答的好认真哈哈哈,000171
41,连加班钱都没有的我默默无言,000167
42,哈哈哈哈哈哈哈,000171
43,声音好好听 声控一本满足,000170
44,太阳底下没新鲜事,000167
45,致敬,000164
46,哈哈哈哈哈哈哈哈哈哈哈哈哈,000166
47,尼格买提,000172
48,老师好,000171
49,小丑竟然是我,000171
50,致敬,000164
51,广权！！,000172
52,旗子天上飘着，没人举,000168
53,推特上多得是,000166
54,亲自上阵,000171
55,辽宁和哈尔滨差的多了，辽宁偏山东口音,000165
56,正经人谁会天天看小黄片（错）,000171
57,我靠,000171
58,白嫖可以吗哈哈哈,000166
59,已经拉黑了,000166
60,致敬,000164
61,老踩坑侠了 ,000166
62,共享位置都是作假的,000166
63,？,000166
64,叫他发地址给你共享,000166
65,哈哈哈哈被肉肉带的,000165
66,哭了T﹏T,000164
67,可能跟朴彩英学的,000165
68,表白尼尼,000172
69,特意用高级词会被认为是装逼,000170
70,你们看这个都不快进的吗？,000171
71,搜索租借女友就是卖手办了,000166
72,一毛一样啊,000167
73,啥比,000166
74,拉黑了,000166
75,这不是民乐地铁站对面吗,000166
76,老师挺懂的吗，师娘知不知道啊,000171
77,肯定又被拉黑了,000166
78,我直接变色,000170
79,致敬,000164
80,国士无双,000164
81,我怎么记得哪个老师讲的是在自己家装没事，在公共场合不行？,000171
82,笑了,000166
83,辟 福 劍,000168
84,猪队友,000166
85,妈耶,000168
86,致敬,000164
87,jennie在新西兰留学，本身就可能有澳洲那边的口音吧，跟队友有什么关系,000165
