,弹幕,vid
0,广权广权,000172
1,visit,000170
2,冲冲冲,000171
3,共享定位啊，我开法拉利过来接你,000166
4,表白董卿！,000172
5,牛而哇,000168
6,绝对剩余价值，相对剩余价值,000167
7,哈哈哈哈哈,000171
8,还有分红？,000167
9,你是真的傻,000166
10,致敬,000164
11,泪目,000164
12,全是机器人,000166
13,学历只是你的敲门砖，让你选择更多，这意味着你比比其他人有更多的机会。,000171
14,经验之谈,000171
15,完 全 一 致,000167
16,不都是跳着看到,000171
17,知错了,000171
18,撒撒！！！,000172
19,绝对剩余价值,000167
20,害怕,000168
21,致敬,000164
22,哈哈哈哈哈哈哈哈哈哈哈,000171
23,数学课,000171
24,秒回额   绝对大数据机器人,000166
25,字幕组厉害了,000171
26,很敌盗,000165
27,悟了,000171
28,最近我一看到这个女人我就想应怜,000165
29,老师好,000171
30,发我们学校,000166
31,“剩余价值理论” 这玩意应该普及！,000167
32,这不必然吗,000172
33,早餐的话我经常吃面 I usually eat noodles for,000170
34,？,000166
35,哈哈哈,000166
36,还有这种理解,000171
37,致敬,000164
38,哈哈哈,000168
39,哎呦！宝友，这可不兴戴啊,000168
40,哈哈哈哈哈哈哈哈哈哈哈哈哈哈  简体字都出来了,000168
41,经费+200,000166
42,笑死我了这就傻子才信哈哈哈,000166
43,这不是胖子和大金牙嘛？真的像,000168
44,我们期末考就考的这个材料作文,000172
45,哈哈哈哈哈哈哈哈哈哈哈哈,000171
46,哈哈哈哈哈哈,000171
47,重庆九龙坡？,000166
48,领导听牌我自摸,000171
49,他,000166
50,9点上班叫早,000167
51,双厨狂喜！！！,000165
52,康帅康帅康帅康帅康帅！！！,000172
53,小孩子才做选择，我都爱,000172
54,715,000167
55,18年打暑假工早六晚，十点四十路过,000167
56,三十五个妲己,000171
57,考得上，毕不了业,000171
58,他在狂笑,000166
59,太厉害了,000164
60,致敬！,000164
61,大饼,000167
62,你是不是喜欢这样的工作 ,000167
63,。,000166
64,妮妮好棒 好好听,000165
65,致敬,000164
66,他，架鹤西去，羽化登仙，终有一日，踏月而归,000164
67,就这质量比市场价高多了,000166
68,致敬,000164
69,危,000166
70,快举报吧，你对面儿是不是个女的都不一定,000166
71,交,000166
72,你从头看到尾吗,000171
73,奶奶来了,000166
74,0,000171
75,月魄,000166
76,说有钱的不至于吧 新西兰留学巨便宜的啊,000165
77,撒撒撒撒撒撒撒撒撒撒撒撒撒撒撒撒撒撒撒撒,000172
78,呜呜呜撒撒,000172
79,你被骗了,000166
80,包生工,000167
81,致敬,000164
82,宵夜！,000171
83,主要是没钱。,000166
84,跳着看啊,000171
85,3.25,000167
86,自己人,000166
87,泪目,000164
