,弹幕,vid
0,哈哈哈哈哈哈哈,000010
1,其實這個已經說的很清楚很簡單了,000017
2,卧槽,000002
3,铜 怪不得那么值钱,000006
4,完了，我也晨bo少,000020
5,下成本啊】,000014
6,报道,000003
7,兴趣,000009
8,报道,000003
9,起起落落落落落落,000016
10,草,000006
11,我朋友让我问问这是哪家医院,000020
12,？？？？,000006
13,报道,000003
14,好家伙，我TM当场好家伙,000015
15,太上老菌hhh,000006
16,头发是晶体的显微镜下状态诶,000006
17,这就是正片叠底呀,000004
18,这是佩奇的配音吗,000004
19,哈哈哈哈哈哈,000014
20,革兰氏染色,000006
21,上头,000009
22,为什么一定得是姑娘?,000011
23,我特么给的6连！！！！,000015
24,赛博疯子,000014
25,感兴趣！,000009
26,小孩:妈妈你康!那架灰机是不是要坠在这里了？,000015
27,日番谷冬狮郎  现在还能看到死神  有点激动,000011
28,居然还有车床,000014
29,报道,000003
30,科普好啊,000009
31,提前离谱,000002
32,我枪呢？！,000014
33,炸鸡靠靠靠靠靠靠靠靠靠靠靠靠靠靠靠靠靠靠靠,000015
34,，,000014
35,哈哈哈哈哈哈哈哈哈哈哈,000007
36,看的我有一种负罪感,000020
37,专业,000020
38,我帮我自己看看,000020
39,锐利的猫,000016
40,好家伙,000010
41,蔡经理,000016
42,ohhhhhhhhhhhhhhhhh,000004
43,看了学不会系列,000004
44,？,000010
45,学到了,000004
46,报道,000003
47,太好听了,000017
48,镯子呢？,000007
49,少搞,000020
50,2000块赌了镯心，还得有个镯子呢,000007
51,致敬,000018
52,死兔子,000006
53,哈哈哈哈哈哈哈哈哈,000010
54,教学很好很好呀,000017
55,无需避免，总有人要牺牲,000016
56,所以为什么男的就死追这一个,000013
57,给您买的吧这句太好笑了,000007
58,开始不懂了,000004
59,呱,000003
60,赌徒心理,000009
61,骨灰级电影道具团队大咖的日常,000014
62,报道,000003
63,那镯子呢,000007
64,这次一定,000003
65,我悟了，我不自卑了,000020
66,把你那个要帮大哥办事的胳膊放进来！,000014
67,创业板这年后六天已经跌了500点了,000016
68,你老婆真不戳,000011
69,明天再说,000020
70,报道,000003
71,三连啦,000014
72,喷砂,000014
73,危,000009
74,原来你是卖酸奶的,000006
75,报道,000003
76,哈哈哈哈,000010
77,ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,000015
