,弹幕,vid
0,究竟是什么让我们在这里相遇？,000256
1,我可以,000259
2,擦,000259
3,¿,000277
4,2,000257
5,出这个的地方。。。,000242
6,这不比博人传燃？,000256
7,财大NB,000287
8,牛蛙,000272
9,开始吟唱,000273
10,危,000257
11,WC，我好像看过这个视频！！,000272
12,味精拉面,000262
13,已经开始疼了,000257
14,小语种，还是要到同声传译的水平才有高薪哦,000243
15,还是漏勺,000261
16,致敬,000268
17,妙啊,000276
18,开大车,000256
19,啊！？还有不用热电用电池的搅拌杯！？,000261
20,guan（一声）,000257
21,针不戳,000245
22,好家伙青铜器,000237
23,完了,000257
24,有啥办法，搞得谁想拼一样，还不是逼得，不拼租都难,000241
25,！这个经常用来当衣褶练习和人体的参考！,000259
26,数学院的怎么办5555,000252
27,不愧是你,000272
28,手,000265
29,我们不需要休息！我们要发展中国！,000249
30,一直知道啊,000262
31,国企真的要注意，氛围比较保守大妈太多嘴巴碎，很容易把名声搞臭,000263
32,猫儿这,000275
33,？？？？？形象,000263
34,逆推出题,000254
35,又多洗一个,000261
36,想和人家交流就得学这些，上学学的那些没有用,000239
37,七匹狼警告,000244
38,升官发财,000274
39,全世界无产者，联合起来,000257
40,大实话,000241
41,最可爱的人,000268
42,有点帅,000272
43,这一看就是个故事，8折优惠就2000人抢着吃？,000262
44,豆汁,000265
45,好家伙，鼎这估计无期有望,000237
46,哈哈哈哈哈哈哈哈,000245
47,法老,000275
48,11111111,000258
49,大学课程，现代成型技术。,000283
50,升华了,000257
51,真实,000241
52,hhhhhhhhhh,000245
53,哈哈哈哈哈哈哈哈哈,000278
54,2,000258
55,喜欢泰国 泰语太难了,000243
56,泪目,000277
57,不会,000286
58,但买的时候没上亿，她还有赚,000268
59,不婚主义飘过   ,000286
60,？,000263
61,躺着那个是男人！我去看了!,000259
62,哈哈哈哈哈哈哈,000242
63,？？？,000264
64,七肢桶,000277
65,草....,000259
66,开车,000260
67,吓死人,000237
68,一个人能做到分给两个人，只会让效率变差,000249
69,求根公式在新高一,000254
70,我特么用完还的刷,000261
71,妈耶热热乎的,000251
72,啥也没干过,000280
73,金额虽然不大，但侮辱性极强。,000258
74,我需要五分钟,000285
75,棒棒烫,000260
76,这杯底结构你觉得会比勺子好洗？,000261
77,biang,000277
78,难吃又贵,000262
79,财大nb！,000287
80,？！,000278
81,肠粉,000265
82,？,000256
83,哈哈哈哈哈,000273
84,会,000286
85,卒章显志,000257
86,鱼白给了,000278
87,真实,000265
88,所以就要脑补轻音吗？,000239
89,英音好好听啊,000264
90,资本家 就是这样的,000279
91,保护,000241
92,真实,000265
93,我不吃杂交的,000258
94,夺笋啊,000273
95,这记者好看,000251
96,完了，赶紧目,000257
97,别骂了,000257
98,我以后没法吃火龙果,000248
99,有毒,000274
100,哇⊙∀⊙！,000272
101,太假了,000278
102,财大nb,000287
103,活该,000268
104,这个太厉害了,000285
105,资本家：你想亏死我？,000249
106,打问号的全是男的吧,000263
107,这也太赚了 保存这么好,000278
108,不好意思租来的耳朵跟不上他的嘴,000239
109,一万八这是用金做的骨灰盒？,000244
110,和青岛大虾没关，沿海很多生产出口汤精糕的,000262
111,2017-10-04,000238
112,2,000281
113,你们都是什么人啊,000256
114,？,000260
115,2015-7-22,000238
116,以物易物的时代,000278
117,见棺发财,000274
118,好美,000259
119,看看工资,000249
120,来开个会就好了,000285
121,哈哈哈哈哈哈哈哈哈哈,000275
122,爽言爽语,000268
123,手,000265
124,2,000258
125,我看不懂了,000254
126,夺笋呐,000273
127,绯,000277
128,别，热带雨林又冒烟了,000261
129,一万八在乡下一条龙服务下来都还有剩余,000244
130,站焊,000237
131,小马哥等我,000265
132,欧路词典yyds,000252
133,就是方便面,000262
134,这个好像是伍六七的歌？,000244
135,财大牛逼,000287
136,改卷老师:这么多，不看，答案对了给1分,000254
137,刑拘房,000260
138,没毛病吧,000254
139,2,000258
140,哈哈哈哈哈哈哈,000244
141,別念了n別念了哈哈哈哈哈哈哈哈哈哈哈哈已經開始笑了,000271
142,致敬,000268
143,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈笑死我了,000256
144,不见星空那个给我拷走,000268
145,2,000257
146,一片黑,000277
147,代入感很强已经入土了,000257
148,永远不会。,000286
149,饭醉,000237
150,你再骂！）,000251
151,吃核桃补脑是小品里医生说的，所以不是反讽,000267
152,又美又优秀~,000243
153,龍,000277
154,nb,000287
155,英式,000251
156,2015-12-19,000238
157,啊啊啊啊啊啊啊啊啊,000256
158,天天演穷人,000268
159,一个黑方块,000277
160,好牛,000287
161,哈哈哈哈,000281
162,狗都不吃,000244
163,鼎啊，胆子真大,000237
164,哲学?,000251
165,我能有个无人打扰的单休都高兴的不行了，政府工作，自己都不遵守,000249
166,2,000257
167,妈呀,000268
168,这也太强了吧,000243
169,2,000281
170,不是有时候，是任何时候...,000244
171,升官发财,000274
172,看见的维,000277
173,见棺发财,000274
174,二维码,000277
175,黄宝强？,000260
176,住,000277
177,全世界无产者联合起来,000257
178,？？？？？？,000244
179,这不对劲,000260
180,真实,000265
181,升华,000257
182,姐姐好厉害！！,000243
183,脱裤子放个屁,000254
184,不会,000286
185,成功有点困了,000277
186,哈哈哈哈哈哈,000242
187,考研真相答案是哪个,000252
188,这姿势,000256
189,哈哈哈哈哈,000245
190,张碧晨更恶心，未婚生子还凹清纯无辜人设,000268
191,再钱面前不堪一击,000286
192,太会说话了哈哈哈,000275
193,怎么感觉他说的比你好听,000245
194,哈哈哈哈哈哈哈哈哈哈,000272
195,哈哈哈哈哈哈,000272
196,牛牛牛啊,000287
197,脱裤子放屁,000261
198,鞋垫了,000248
199,ccccc,000247
200,妈蛋啊尼玛蛋凑齐了,000273
201,过拟合同学,000252
202,2,000257
203,我最近是睡着了被闹钟或者电话声音吓到了，就突然心跳加快，有点疼。,000257
204,猪狗不如了,000265
205,bgm好评！！《you belong to me 》,000248
206,高危？？？ ,000268
207,好生气 开始生气了,000271
208,抄袭狗真的是太恶心啦,000272
209,大概意思是不管什么职业都是和你我一样的普通人,000264
210,父母从来都是887,000249
211,2,000265
212,见鲶鱼进,000273
213,无问题简直完美,000272
214,开始泪目,000271
215,2,000281
216,我妈他们谈恋爱的时候一年只能吃几顿肉，能比吗？现在你虽买不起房，但是还是很滋润的,000241
217,用啥雕的呀,000259
218,公务员法出台了,000281
219,举报了谢谢,000263
220,1,000281
221,这也就公务员和事业单位能做到,000249
222,见棺发财,000274
223,1111,000258
224,这不就是衣谷水原,000281
225,排面,000244
226,完了完了几年保底你说说吧,000278
227,变帅了,000257
228,这风水,000268
229,见棺发财,000274
230,扭扭扭扭,000277
231,牙痛？！？！！,000257
232,我的世界中文版,000277
233,扣,000277
234,哈哈哈哈哈哈哈,000245
235,扭,000277
236,这个世纪是不太可能了,000249
237,我帮我室友看一下,000250
238,2068,000238
239,好迂腐啊,000263
240,谁看春晚呀，正经人,000267
241,涨!,000268
242,有个东西叫大蒜,000261
243,给我整不会了,000254
244,煞笔才结婚,000286
245,？？？？？？,000242
246,哈哈哈哈哈哈哈,000242
247,都相当好吃懒做的猴子,000281
248,奥利奥,000283
249,你 手 摸 哪 呢,000259
250,天啊,000259
251,假,000278
252,这不原地枪毙,000259
253,%能吃吗,000271
254,淦,000244
255,不是，为什么给我推荐这个,000256
256,不,000286
257,？？？？？？？？？？？？,000263
258,说白了就是吃信息差，智能机普及后人人都能上网，就原形毕露了,000262
259,2,000258
260,哈哈哈哈太好了,000268
261,哈哈哈哈哈哈哈哈哈哈哈哈哈哈,000245
262,他们想要奴隶型人才,000249
263,Sam was my favorite teacher,000264
264,别劝了别劝了（？,000257
265,？？？？。,000263
266,1➕2,000258
267,vulgar,000251
268,！,000244
269,专利有时间的比如仿m16步枪，中国就有CQ步枪,000258
270,13-8-5,000238
271,看起来软软的,000259
272,保护保护,000263
273,草,000271
274,@光月御田,000244
275,不会,000286
276,what,000262
277,2.07不谢,000257
278,傻子专用吧,000261
279,老人家不懂现在的梗不懂反讽这些的！,000267
280,一团黑,000277
281,秀,000244
282,就快速填充嘛,000285
283,真实,000265
284,我有个朋友想了解,000256
285,标准的英伦腔,000251
286,《论我怎么才能想出鸽几期的理由那挡子事》,000272
287,弹幕是听不懂他就是想说别交浅言深吗 私事都不要和同事说好吧,000263
288,2,000258
289,。,000263
290,笑癫,000271
291,好厉害！！！,000259
292,2,000258
293,宋元的墓,000242
294,五十万能在北京买个厕所！,000241
295,为啥封面是钳子，敢冒充周哥，把你当海鲜卖了,000260
296,鲶鱼在笑了,000273
297,努力去见刘雨昕,000265
298,好家伙(✪▽✪),000244
299,不落实等于不推行，,000249
300,俄罗斯芭比,000244
301,开门见山,000273
302,搓一搓大蒜我能直接把蛋黄拿起来,000261
303,我和腾讯，阿里有过合作,000280
304,？？,000263
305,好漂亮啊,000259
306,2016-11-14,000238
307,就离谱,000287
308,0,000286
309,蝈蝻滚,000263
310,佛,000277
311,这么低,000268
312,这可不兴摆阿宝友阿,000275
313,一大半是房子限购闹的,000286
314,笑死,000272
315,老罗翔了,000237
316,哈哈哈哈哈哈哈笑没了,000245
317,222,000281
318,2019-4-18,000238
319,我也想问，农业科学院干吗的？,000258
320,真实,000265
321,996训练,000279
322,俄语特别不友好,000243
323,？？）,000250
324,哪里买,000260
325,好牛啊,000259
326,未婚生子是圣洁？这2比。,000259
327,不愧是你,000272
328,2,000257
329,农业才是跟本吧，国情也不一样啊,000258
330,会看到一块方块黑,000277
331,《商君书》驭民五术：壹民、弱民、疲民，辱民，贫民。壹民：统一思想；弱民：国强民弱，治国之道，务在弱民；疲民：为民寻事，疲于奔命，使民无暇顾及他事；辱民：一是无自尊自信；二是唆之相互检举揭发，终,000249
