,弹幕,vid
0,领导得累死,000509
1,葛兰唯一女性？,000518
2,澳洲也叫ketchup,000522
3,伏黑惠,000494
4,1,000486
5,？？？有病,000499
6,这不是抢分大师，这是抢分之王,000516
7,天使，真爱,000504
8,6666666,000496
9,山东 不愧是你,000496
10,扯淡吧,000491
11,求更新,000521
12,贱笑！！！！,000514
13,辛苦了,000527
14,大佬,000495
15,？,000508
16,感觉好好玩,000498
17,妙不可言,000496
18,你是赑屃吗！？？？？,000513
19,丢人阿,000511
20,又双叒叕,000520
21,期待,000518
22,在看的在看的，请继续加油,000521
23,派大星！,000514
24,哈哈哈哈,000520
25,一枪不放丢三省，打一地方,000511
26,所以不要充会员,000490
27,我坚决不认同,000491
28,没有跑题啊,000490
29,出！,000497
30,自从看了你的视频我感觉自己啥病都有,000497
31,说归说 别动手,000510
32,哈哈哈哈哈哈哈哈哈,000507
33,？？？？,000500
34,矿泉水：手段极其残忍,000502
35,blender我要用来做了,000487
36,看完这期视频，我都不知道我是咋考上大学的。。。真就稀里糊涂（doge）,000516
37,夺笋呐,000512
38,这玩意好啊，见血封喉树,000512
39,致敬,000533
40,老公辛苦了,000527
41,把广东鸽绑在上海鸽身上,000501
42,1,000531
43,这个样子我只会记住他们的位置和对应的意思，不会记住这个单词对应的意思,000529
44,哈哈太可爱了,000501
45,我立即就拉到了最后,000515
46,中国坐视科研待遇不高问题不管，钱只给高管,000511
47,赛百味好家伙,000522
48,人均985？好牛,000496
49,满足你下次一定,000514
50,这字。。。。,000529
51,我想到了撒撇,000527
52,好家伙,000524
53,脊髓型路过,000497
54,领域展开,000494
55,战地一 表示内行,000501
56,牛呀,000500
57,这机床和3d打印机配置,000502
58,有啊，听力填词不也是考拼写么,000529
59,&哈哈哈哈哈哈哈哈哈哈哈哈哈哈,000519
60,虽然有点惨但是哈哈哈,000487
61,这种机床几百万不至于，国产的一台也就二三十万,000502
62,把生物知识每天推一遍不香吗？,000516
63,哈哈哈哈哈哈哈,000512
64,大爱,000504
65,放银行，那里安全,000497
66,辛苦了,000527
67,UP主，你完全是一无所知,000513
68,不赚钱,000527
69,学会了。已三连,000488
70,也有可能是溜大了,000497
71,文艺复兴,000486
72,编织者(确信),000512
73,《很美》,000510
74,全世界都在演我,000490
75,别骂了,000516
76,天使:这波我懂，这波是情景再现,000519
77,2,000520
78,《   感  动  中  国   》,000513
79,河南肯定多,000515
80,╥﹏╥广西人哭了,000515
81,bgm太吵了,000521
82,门之巨人，莱纳你坐啊,000502
83,保密画质（雾）,000495
84,馬鹿,000510
