,弹幕,vid
0,真优秀,000298
1,10.00000,000292
2,所以说它坏了？！,000290
3,学习是，背书不是,000289
4,致敬,000302
5,yy,000317
6,哈哈哈哈,000322
7,可以 这个写信格式我记下,000304
8,致敬,000302
9,你的认知是什么  呦呦呦 急了  还你的认知是什么,000322
10,123,000305
11,抱歉我不是，直接用诗词开头,000319
12,我还以为是闪耀的偏三方八面体,000318
13,狂笑直呼内行,000289
14,小拇指甲都包浆了,000321
15,剑三:？？？,000304
16,？,000308
17,3333,000305
18,哗众取宠，抖音常态,000307
19,女的不行,000301
20,说的应该是人均吧,000320
21,东北女孩子都在干嘛心里没俩数吗……,000297
22,同款u盘,000290
23,你好歹先查查资料啊！,000314
24,猪摸摸和贵司律师给我锁死,000322
25,1,000294
26,致敬,000302
27,2,000316
28,哈哈,000319
29,燕雀安知鸿鹄之志？,000302
30,刹车线,000314
31,卧槽,000299
32,2,000317
33,我今年20听我爷爷讲过，视频里基本属实,000320
34,0,000294
35,“微胖”女孩,000304
36,工作什么目的，当然是挣钱,000288
37,？？？？,000317
38,如果有什么问题请在评论区留言和小编一起讨论吧,000290
39,饺子不是均质体,000318
40,倒斗的,000321
41,哈哈哈哈哈,000300
42,我也收藏这个了,000289
43,赞,000319
44,和某国外胶布如出一辙的画风,000322
45,看第二遍哈哈哈哈哈哈,000322
46,hh,000296
47,好家伙这是个互动视频23333,000291
48,14亿人才是别人的两倍蔬菜，有啥好吹的,000320
49,666,000296
50,bgm老营销号了,000290
51,2,000316
52,6666,000320
53,胃癌是因为吃饭太快,000320
54,记录,000298
55,罗老师你说的很对,000291
56,先看评论区，不吃亏,000302
57,无穷个的球体？,000318
58,学到了,000319
59,1,000294
60,1,000294
61,他说的这个势能不需要最小，是SO3上的极小值点就可以,000318
62,不对，前面的是侧孔，走导丝用的，后面的孔是打压力用的。,000314
63,别骂了别骂了,000319
64,做技术的会买一个 apple watch,000305
65,翻土的,000321
66,还挺可爱,000309
67,考上武汉大学,000289
68,生不起,000297
69,串电感也行,000312
70,透彻,000291
71,这镇棺的吧,000292
72,吾辈楷模,000304
73,性,000317
74,怕了,000322
75,？,000304
76,这太抒情,000319
77,饺子,000318
78,要是开直播刷飞机呢？,000291
79,怕了,000322
80,2,000317
81,妙啊,000296
82,这得比一些间谍都厉害吧.,000304
83,刚健的厂都给你扒咯,000300
84,2333333,000296
85,灰指甲吗？,000321
86,不喜欢这个BGM,000320
87,有多变态,000289
88,好可怕,000304
89,什么熟不熟，国家一级让随意交易吗,000292
90,别说什么找男朋友了，以为都是同吗,000301
91,1111111,000294
92,123,000317
93,人口提啥人均了好吧,000320
94,现在我也觉得,000304
95,123,000317
96,好厉害,000298
97,哈,000296
98,2,000316
99,阿阿阿,000314
100,111,000294
101,会上哔站,000290
102,我以为应该是无数个,000318
103,送，收归国库,000291
104,通 过 学 习,000317
105,打水再拿，都有亲水涂层的,000314
106,致敬！,000302
107,模电实验,000312
108,科普一下，这是个科普视频,000318
109,123,000305
110,这下得去嘴？,000307
111,太老套了，这种都用遍了,000319
112,铃木一彻？？？,000304
113,哈哈哈哈哈哈哈哈哈哈哈哈哈哈,000296
114,U盘秒变充电宝,000290
115,气囊是扩张的呀,000314
116,火鹰支架,000314
117,大腿根开始捅,000314
118,同款u盘,000290
119,1,000289
120,有点东西啊,000299
121,土夫子,000321
122,ohhhhhhh,000290
123,广东工厂宿舍臭虫更多,000307
124,哈,000296
125,致敬,000302
126,这才是高段位的啊,000304
127,致敬,000302
128,哈哈哈哈哈哈哈好,000296
129,夸克APP,000319
130,hhhhhh,000296
131,哈哈哈哈,000320
132,滚,000295
133,我丢了三万块,000291
134,你还挺直接,000300
135,14,000317
136,Hr表示 我们都是关系户 我就是老板的小蜜,000288
137,2,000294
138,123,000305
139,2,000294
140,不兴戴啊宝友,000301
141,致敬！,000302
142,还有企业年金,000316
143,这标本好漂亮,000309
144,同款机箱,000290
145,致敬！,000302
146,导丝,000314
147,摸金校尉,000300
148,这就厉害了,000318
149,梅开二度,000319
150,怎么就不是摸金校尉了,000321
151,骗子天天有,000292
152,法律条文也许在进步，但是执行法律的人…,000322
153,真相了,000289
154,奥特曼,000314
155,狂完了,000300
156,老营销号了,000290
157,好家伙，一眼看成了半佛,000296
158,说得真的太好了,000298
159,愤怒的小鸟,000307
160,冈布奥那是游戏,000318
161,牛,000300
162,打他,000307
163,但是你揭露真相，要小心点，资本家原来就是很讨厌的鬼,000322
164,哈哈哈哈哈哈,000300
165,哈哈哈哈哈哈哈哈哈哈,000307
166,1,000294
167,都快结束了,000317
168,笑死哈哈哈哈哈哈哈哈哈,000290
169,恶心,000309
170,我们这就有！,000307
171,感觉他没走出来,000301
172,谁跟你讲是因为泡菜？,000320
173,物价局上线,000320
174,狗吧,000307
175,2,000317
176,凭这个投币了,000320
177,说的不就是我么？,000305
178,真tm该  ,000297
179,茶茶好美,000304
180,哈哈哈哈,000300
181,致敬！,000302
182,前面的弹幕都是演员吗,000290
183,好！很有精神,000289
184,ohhhhhhhhhhhhhhhhhh,000290
185,哈哈哈,000294
186,能被挤走的基本都是情商低,000288
187,哈哈哈哈哈,000307
188,1我觉得我还需要减肥,000294
189,无法感受到快乐的心理，没什么好向往的,000304
190,就这舞台上唱歌,000296
191,二道贩子,000320
192,怕了,000322
193, 《老人家》,000292
194,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,000296
195,2,000316
196,我要上清华,000289
197,没错，你手机有回声,000314
198,战场原黑仪觉得很赞（指角色歌）,000318
199,一个月百来块钱，非常滋润,000316
200,滚！虚伪！弄死你！,000295
201,急死他们得了,000297
202,我想灭了这该死的资本,000320
203,留着下一位啊,000301
204,那时候我们内蒙古的人自己养的牛羊自己吃不着肉,000320
205,这可不兴带啊,000300
206,贤宝宝鉴宝,000300
207,你的认知是啥？哈哈,000322
208,致敬,000302
209,按年算的真品。小7.8年吧,000321
210,居然还有耒阳,000291
211,翻译问题吧,000318
212,写完作业打游戏就没内味了,000317
213,听到这话，关系户的HR开始了脑内风暴,000288
214,是压力值,000314
215,2,000316
216,英文好好,000298
217,大家好，我是小编,000290
218,涉嫌只是还没经过法院审理认定才用的词，不要过度解读好不好,000322
219,哈哈  已收藏,000289
220,每周工作三天，每天工作24小时,000295
221,盗取成功,000290
222,植物大战僵尸,000312
223,1,000294
224,物理选修三杠二前来报道！,000312
225,讲话的节奏好吸引人,000298
226,24,000317
227,体育老师敢跑得过校长吗？/滑稽,000291
228,您可是真狗,000295
229,对啊，偏见越多越愚昧，不是这样吗,000298
230,向上,000305
231,怕,000322
232,不是吧不是吧这也叫杠精,000318
233,这就不是突然的事，国家早盯上了,000320
234,生殖隔离那个是魔鬼吗,000290
235,123,000305
236,基金！！自从玩了基金 就不想拥有假期了！,000317
237,"2, 4",000317
238,1,000294
239,国家规定是三险吧？,000316
240,《仿真母龟》,000307
241,123,000305
242,每天114个小时（正论）,000295
243,年级第一！,000289
244,111,000294
245,辐射陆龟。国家二级保护动物,000318
246,哈哈哈哈哈哈嗝,000290
247,夸克,000319
248,我的妈呀,000304
249,更换unifi中心,000318
250,hr就是些蛋疼痛经的嫂子,000288
251,确实,000307
252,这是隔ICU里头？,000300
253,我缺的是积累素材吗，是脑子,000319
254,过期是指灭菌时间过了，不能在保证里面是无菌的，不能在手术中使用，并不是过期了这个东西的结构上就是坏的,000314
255,4,000317
256,公积金就相当于是钱，租房也是可以拿出来的,000316
257,这不好吗,000319
258,白嫖失败,000298
259,总有一款适合你,000291
260,妙啊,000322
261,0,000294
262,上岸,000289
263,升华了,000289
264,靠谱,000305
265,致敬,000302
266,把摄像机放下自己跑掉的屑,000290
267,断了，针不动，排除振动了,000299
268,卧槽他们可真棒啊,000322
269,难道是李狗嗨第二季那个女囚犯的原型吗？,000304
270,1,000294
271,此刻我只对up主感兴趣,000304
272,…,000288
273,刚刚查完四级,000298
274,这我知道，龙眼鸡,000307
275,饺子（bu,000318
276,笑死了怎么变韩国的了,000298
277,啊这个我家还真有，真管用,000307
278,赞,000289
279,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈！！,000296
280,别骂了别骂了别骂了我这都不会,000319
281,我问你你的认知是怎么认知我的认知的？,000322
282,这可不兴带啊,000300
283,一包烟 一壶茶 一瓶啤酒,000319
284,地铁 老爷爷 手机,000304
285,饺子不是均质啊，瞎说什么啊,000318
286,……2胎都不生，放开再多有什么用？这是放不放开的问题吗？让60后去生吧,000297
287,记得是可以用势的二阶导来判断稳定平衡,000318
288,哈哈哈哈哈,000307
289,致敬,000302
290,振你妹啊,000299
291,我是东北人 好多好学校 没觉出来 可能我一毕业什么都好了吧,000297
292,总有一款适合你,000291
293,偷偷录音“证据确凿”,000322
294,搞钱,000289
295,哈哈哈哈哈,000319
296,2,000316
297,和领导拜把子,000291
298,西雅图峰哥,000298
299,1 3,000305
300,1,000294
301,开封，什么开封凉皮？,000314
302,这么算的话三十万也快了,000291
303,哈哈哈哈哈,000296
304,好家伙,000291
305,m n gt,000298
306,up演示一下,000314
307,”这玩意是拿来吃的啊？“,000307
308,都是肥料，但是需要根部吸收。,000289
309,1,000294
310,自己没看清别瞎说，是至少,000318
311,1,000317
312,现在有人想打翻菜篮子，垄断菜市场,000320
313,危,000290
314,好耶,000297
315,周阴婷笑死,000307
316,这背景音乐怕不是植物大战僵尸,000312
317,111,000294
318,1,000294
319,我觉得你跟半佛声音一模一样，为什么？,000296
320,致敬,000302
321,装卸工5块钱一顿？你装卸空气吗,000293
322,那你走吧，我们面试的还排起队的。,000293
323,看完之后，只感觉到up的高傲。,000298
324,致敬,000302
325,2,000316
326,123,000317
327,干的漂亮,000322
328,奥特曼的头？,000318
329,用人单位一条筋要做背调咋办？,000288
330,厉害了,000314
