,弹幕,vid
0,高  中  政  治  经  济  社  会,000210
1,知法犯法,000177
2,我本人,000200
3,1,000200
4,致敬,000177
5,2我觉得边听歌效率还挺高的,000200
6,印度：你再骂！,000173
7,所以留一手很重要,000201
8,致敬，致敬,000184
9,大清：这个我熟,000173
10,投币了投币了,000204
11,希望所有欧洲销售人员都能有这个素质,000183
12,韩国的泡菜就是以前穷 吃不起。。。才这样的 还是文化 无语,000206
13,不是文明 是民族,000196
14,不值得,000187
15,村支书对接韩国。。。,000206
16,民用精度GPS和北斗都是免费开放的，所以中国也可以用,000173
17,哈哈哈哈哈哈哈哈哈哈哈,000186
18,键盘就是我的武器,000173
19,2,000200
20,《我，花样女王》,000188
21,爱自己,000199
22,我喜欢雨声！！！,000200
23,真的吗，我不信,000206
24,这不拍电影？,000184
25,海贼王,000186
26,老八狂喜,000193
27,啦啦哩啦啦啦啦哩哩啦,000178
28,致敬,000177
29,抓起来啦！,000177
30,费米!,000184
31,11111,000200
32,致敬,000184
33,卧槽,000176
34,防韩水印,000211
35,太优秀了,000206
36,偷国很正常操作,000188
37,大爱朴树《白桦林》,000177
38,所以它们拔网线了,000198
39,我本人,000200
40,现在每年博士毕业接近十万,000173
41,盗，盗时候再给你看看​,000212
42,丝滑,000178
43,痛苦面具,000188
44,我giao,000178
45,印度说不出这种话,000173
46,生殖？,000210
47,致敬,000177
48,韩：创造历史,000211
49,专    家,000193
50,全文背诵,000204
51,打入敌人核心,000206
52,韩语好难听,000211
53,因为炒地皮,000210
54,可是委内瑞拉主要是很粘稠的原油,000182
55,哈哈哈哈哈,000180
56,考本校的你,000180
57,致敬,000184
58,白酒打了很多人的脸谁敢预言,000202
59,天地银行,000182
60,她的长相就不像个搞文学的,000193
61,女的没户口吧,000196
62,致敬,000184
63,打他漆黑的心,000177
64,鹅姐,000186
65,学不会的……,000180
66,《啥也不是》,000204
67,玩蛋蛋,000199
68,泪目,000206
69,1,000200
70,我是来看封面的,000197
71,∪P主实在，分享的很实用,000202
72,标题赞,000190
73,这就是调控，但为什么不是调控地价呢？,000196
74,卧槽，我锁丢了,000192
75,我已经到胃部了,000199
76,学到了,000204
77,哈哈哈哈,000185
78,；‘/,000178
79,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,000206
80,白酒就是神,000202
81,233333,000186
82,儿子国哈哈哈哈,000211
83,哈哈哈哈哈哈哈哈,000186
84,牛,000204
85,这水印哈哈哈,000211
86,日徳的科技随时能装备,000173
87,只要有黑色就没有其它颜色的存在,000178
